CHAPTER,40caa23b-9b34-4ab7-90fd-b0e5fe7da946,Match Structure,6,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,1635ba1d-e9bb-4a3b-9328-cfbaac06f143,Match Management,7,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,a81c79c5-c443-4361-83db-680f6c427dba,The Course of Fire,8,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,7039b0fc-974a-4f29-b04f-e59f897295f9,Scoring,9,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,6a90a8cb-11ce-480f-93c2-b8bc85b28ee4,Penalties and Disqualifications,10,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,f17b4419-90d1-46fc-b9e3-90e0a0667a39,Arbitration and Interpretation of Rules,11,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,96774013-e042-4600-99b4-2fad9491f01c,Miscellaneous Matters,12,,7a20e947-7670-43ca-a276-d3c346378fb8
CHAPTER,d8fef85c-f93d-49fb-9e07-f2c2d3888355,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,016437a8-4782-44e3-91d3-b64fc235aa81,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,df8e6023-0ca9-4f94-a29d-1f1cbf70a055,Course Information,3,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,25781bac-501e-4660-9913-c931f518c3fd,Range Equipment,4,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,c1a21373-23bc-4dc8-be26-d2dc65190b01,Competitor Equipment,5,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,9a797a49-0cc8-4c6c-a3a5-29770cc3f2b6,Match Structure,6,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,62d73b79-d9e3-4eef-bb34-bf0e99e3b67c,Match Management,7,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,69dcd6de-2467-47c1-b5f6-077f25a06944,The Course of Fire,8,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,a18180a2-5c57-401c-b2c8-60d01ca338e9,Scoring,9,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,80a9a84d-9251-498a-a4f2-92d99f029868,Penalties and Disqualifications,10,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,d26fa679-7f48-491d-9f68-f4ee5ac54588,Arbitration and Interpretation of Rules,11,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,c60f99e1-abd1-4499-a093-0979ce0211a3,Miscellaneous Matters,12,,615241b2-84bc-4566-b480-26f8c106342d
CHAPTER,83d1580e-5cef-496c-acae-966205e1cc09,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,fd0c3604-3562-4397-b0ec-a84e63d4a3a9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,b161dd5d-7732-4a75-8977-d88fff54200e,Course Information,3,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,7c623315-e54f-411a-ad8c-61ae0a361964,Range Equipment,4,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,b38a9730-6c25-42f0-b166-7f293bd89ab3,Competitor Equipment,5,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,6ea3a988-6ec7-4de7-a011-cca4e506585d,Match Structure,6,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,100a5182-e332-4f21-8f77-5123e0d294c9,Match Management,7,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,1cd3d2cc-b769-4cb3-ac3b-6fcf117be3ab,The Course of Fire,8,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,b4fbd110-8279-4457-b859-53d6de48817f,Scoring,9,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,cc202449-c3f3-4e90-bccc-bac9f19987aa,Penalties and Disqualifications,10,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,899dd4c0-983d-489f-a3e5-1caf161f1514,Arbitration and Interpretation of Rules,11,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,bc9cf11b-bb6c-442e-8939-fe8d0c084757,Miscellaneous Matters,12,,d947064a-0c40-4756-ad3a-39c0cd1b6f73
CHAPTER,9f0cf4b2-72d9-464c-97d2-652b4b2e68a9,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,68f5849c-7a7f-41d6-88de-9e7904b9864b,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,065a3013-737a-48a2-a5a5-0605591d4508,Course Information,3,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,c04e51c9-12ef-4e15-b75c-f170f9843302,Range Equipment,4,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,69e2d406-2539-4527-ba61-c775afe57cfc,Competitor Equipment,5,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,bad56362-b27b-420e-bff4-0023aa69e0df,Match Structure,6,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,9b5206f0-712c-4eda-98ae-ea36a07df340,Match Management,7,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,59b639da-42e2-4099-842f-b0623ec99ad8,The Course of Fire,8,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,ef63a0bd-ecb9-414a-a7e6-c99a20d4a882,Scoring,9,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,8291cc71-7857-43c3-9a79-bce7370a3c36,Penalties and Disqualifications,10,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,d2e47350-7638-44a7-93c3-de926b473c95,Arbitration and Interpretation of Rules,11,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,ee76b512-f643-4d80-9ed0-53b7afd28a2d,Miscellaneous Matters,12,,930d569e-ff21-4558-9483-9feb09d77379
CHAPTER,beb764f8-6475-4ce4-9d33-64ee1290d65a,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,725c2763-bad0-47da-bb7a-8d03f0a75c5b,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,5e7a0107-3062-4776-9cc4-39fb8e2d657b,Course Information,3,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,fe2195d2-578e-4cf3-a20f-b797add04724,Range Equipment,4,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,a0f58fde-8bea-4239-948c-14334e72951c,Competitor Equipment,5,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,7f5c1813-8cdc-4ffa-ae1e-ff0d6958703e,Match Structure,6,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,902b6c0e-db9e-400f-92f9-62764b0a5b49,Match Management,7,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,24942ed2-7301-4d97-a38b-6459e15fb420,The Course of Fire,8,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,3cf67fcf-58b3-4af8-bd4c-682bd1c4f741,Scoring,9,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,4ed8c6e1-31be-409e-9078-65625e90aa5a,Penalties and Disqualifications,10,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,113e471c-9049-43af-8a69-436f683aa5dc,Arbitration and Interpretation of Rules,11,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,c4033a73-497b-4944-b895-3f8ab0e5cca8,Miscellaneous Matters,12,,3f52c074-f577-40b1-b940-fcaf3a8bf9cd
CHAPTER,44261c07-6d1b-4c35-9713-04be4ace33fc,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,23a78a10-e843-4757-a2f7-028be6b659fa,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,b7be4669-79bc-4bae-8bc0-03b425372f84,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,6bc47268-5b9e-4bc6-8149-7b40236215ab,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,a3234d03-56c9-4256-b6fa-1cd6f4cd7904,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,d61ba837-772b-4d20-ae42-bd665fdc3bed,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,034947fd-6a83-4c86-a7e6-dead0e446d72,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,373e2e31-3305-4acd-808c-5227f6c7eb72,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,a3b34a3b-cc90-4aec-8efc-6e1dc4a2959a,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,4f17e4f6-08fa-428e-a3fc-cb18dd0ffa53,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,3b1401f0-3d7e-493f-ad5f-00aa81397b70,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,91573b1c-226e-4eba-adf9-509a1ad47833,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
SECTION,c1018bf9-b7a4-48e7-8243-24029af89306,General Principles,1.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,162bd283-da31-4210-ab7b-fe9f36d364c7,Types of Courses,1.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,5914e217-2f17-4300-b63b-9a5a150854c5,IPSC Sanctioning,1.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,ed667e00-2dae-45eb-981e-08fecc088eb4,General Regulations,2.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,632c0d41-599c-4e57-ac41-f82a5864a01f,Course Construction Criteria,2.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,93c4242f-651a-4af7-a970-fea2ab8ddc58,Modifications to Course Construction,2.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,35d77f12-cc05-4aa6-ac79-778bde95f210,Safety Areas,2.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,4b635148-dd1d-4607-8156-162117d38eff,Test Firing / Sighting-In Bay,2.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,ea3615bb-6c89-49d4-b326-cae5f29357f1,Vendor Areas,2.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,65def6da-8bca-4cf7-ab60-8641f9952b34,Hygiene Areas,2.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,e36bb249-34ca-47cd-aacf-e26046a15316,Magazine Charging Areas,2.8,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,f1129ec9-31a0-4470-a85c-6ccb1f7570f6,General Regulations,3.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,58ff32c7-6998-4eaa-b145-9349f09e85d7,Written Stage Briefings,3.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,05e774d6-36a1-44ea-8a07-00dc9827a4ad,Local~ Regional and National Rules,3.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,6e9874c2-9947-4e0d-b2be-c9b339bebd18,Targets � General Principles,4.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,99868d02-2994-48c3-8bba-3c311f37dc47,IPSC Approved Action Air Targets � Paper,4.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,3cc4f109-9aa0-47c1-85c9-93930c0dad55,IPSC Approved Action Air Targets � Rigid,4.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,4f30daab-95fc-4b1c-8210-0ff1320df81a,Frangible Targets,4.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,91fb7405-b597-47c5-b44b-9d44b81e294d,Rearrangement of Range Equipment or Surface,4.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,8c1b1817-5a2d-40e3-af8a-1f52f2a31d56,Range Equipment Failure and Other Issues,4.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,7c336fa0-e448-475f-9541-648871d5b3bf,Firearms,5.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,5ea4c7e4-9bc0-4c21-9d55-fab72ac7063c,Holster and Other Competitor Equipment,5.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,87a80a04-0d42-4ee6-8d66-1d3f8e8db359,Appropriate Dress,5.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,e6a37e4d-ebd8-45ce-ad06-9b6b8b199338,Eye Protection,5.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,a5aeaacd-6c2a-4341-87df-5f1994a1eb2e,Projectiles and Related Equipment,5.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,be87ad02-7461-4c8f-85f3-3cc7b3eebe8f,Power Factor,5.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,9c998f44-c4c0-4063-96d6-416303c2d108,Malfunctions � Competitor�s Equipment,5.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,f8b51b62-7de9-4897-a45d-960f1b4fc892,Official Match Propellant,5.8,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,f13f31c3-d964-4c00-be81-0704a152d94e,of the IPSC Constitution.,5.9,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,1716c7dd-fc7d-499e-9e89-5b014f227d56,General Principles,6.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,bee6ef60-7de4-4f7b-8b82-a4718027109c,Match Divisions,6.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,ba98791d-a288-495b-9c32-e0f57fede4ab,Match Categories,6.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,a08413cc-de26-42d3-bd2c-1e53c1f7381b,Regional Teams,6.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,6c2489d1-5b46-4498-9fef-fd2bd489aa65,Competitor Status and Credentials,6.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,065e2405-64fd-4bf9-ad48-4d3ce54a2393,Competitor Scheduling and Squadding,6.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,e4677bf8-76f7-433b-89f9-879c4e22d2f9,International Classification System ("ICS"),6.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,4153dddc-cee2-4f72-9ec2-c9ff8ebb2f7c,Match Officials,7.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,36515ac0-5629-449a-a2d4-83bb5604e002,Discipline of Match Officials,7.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,183fe524-acb8-420b-86a9-b70fc2c29341,Appointment of Officials,7.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,07b460b5-37b0-4215-a4c6-43bb51e2e63a,Handgun Ready Conditions,8.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,24c49f5d-1b46-45c0-bf9f-0e0c40e35dcf,Competitor Ready Condition,8.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,1c384d7a-b4dd-4f78-83cc-d36365bbf087,Range Communication,8.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,cdcd3ac4-87a4-441a-9ac2-05142eb7e2c3,Loading~ Reloading or Unloading During a Course of Fire,8.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,9f659c9f-73a9-4b1b-9e22-3dd89d3dd578,Movement,8.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,b9df08ec-b692-453e-bbcb-62a2a5fe7b00,Assistance or Interference,8.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,bbbd695f-4471-4449-bb2d-c20171abadde,Sight Pictures~ Dry Firing and Course Inspection,8.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,a421372d-c069-47de-9fb2-4871cdc74ffb,General Regulations,9.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,04e87dd5-fefd-4e03-a42c-223b2b585d26,Scoring Method,9.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,b66f7f09-55f9-4f7d-9424-e29a7e9edfc5,Scoring Ties,9.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,f719cac7-50a0-4a4f-99c9-ec70af75a64a,Target Scoring and Penalty Values,9.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,1af88eca-c047-4a19-b1ea-e75b77d6a2e6,Target Scoring Policy,9.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,73f480b9-321c-4be9-880b-4e86c1511a54,Score Verification and Challenge,9.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,465f212c-8d11-4d85-b420-23192ca4bb61,Score Sheets,9.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,ae30b31b-0fa9-4749-b825-54a693729a6c,Scoring Responsibility,9.8,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,583ec4a6-4e75-4282-879a-46185fb4d7e6,Scoring of Disappearing Targets,9.9,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,89d499e7-026a-4b2b-998d-f6d193e9610e,Official Time,9.10,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,e6dde145-0d5d-4354-b1c9-a4cf273201ed,Scoring Programs,9.11,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,3a439ee0-a66c-4a69-8b12-8c5bd9769246,Procedural Penalties � General Regulations,10.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,0d60ed61-cbb2-46db-a423-d0f2108c329d,Procedural Penalties � Specific Examples,10.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,1eff8407-228d-4133-ba9b-9cebdec6fa9f,Disqualification � General Regulations,10.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,64b07d68-d807-4d02-bbd7-63db12380f8f,Disqualification � Accidental Discharge,10.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,2310d383-a8aa-4f4b-8c57-bc1eba7ff77d,Disqualification � Unsafe Gun Handling,10.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,a8f13919-cc4a-49d9-8c0f-ec18274d7b57,Disqualification � Unsportsmanlike Conduct,10.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,c1d4f4ea-b447-4944-ad12-1de1bfd9b883,Disqualification � Prohibited Substances,10.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,353d027b-699e-4eaf-a574-b4d314e8a085,General Principles,11.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,dc285901-bcc9-4593-9e6e-5b7467582cf1,Composition of Committee,11.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,c18a14ba-ea84-4646-85ef-7e006c8cd54f,Time Limits and Sequences,11.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,cc0ef03d-541b-49ef-8c68-65b5ee445186,Fees,11.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,49f8e2a1-935e-4960-9392-83e7ae9a9edf,Rules of Procedure,11.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,60c4f889-28d6-4931-8dea-500ed5d882f3,Verdict and Subsequent Action,11.6,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,494bcd4f-4a52-44fc-a238-34899913e408,Third Party Appeals,11.7,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,425ef633-98eb-4d5b-b274-e112b9b7d914,Interpretation of Rules,11.8,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,756f7c46-b9ed-4518-8b24-10d9f91875e5,Appendices,12.1,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,5441f000-c33e-4fa0-ad7a-72ac25b5a939,Language,12.2,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,0448e04c-26dc-4bc2-b7ed-ceacd7d4247f,Disclaimers,12.3,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,c61d02cb-d90f-4b83-b803-401b51fd391d,Gender,12.4,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,b34473cf-2a34-4951-b672-4cb1cf8dbefe,Glossary,12.5,,c83ed8fc-94f3-4151-aa1b-63f2e45ec53f
SECTION,3e0c3d0f-f6e1-421d-95a3-95ad332e899f,General Principles,1.1,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,4c244e44-b205-4375-be04-eee6b0b87d8c,Types of Courses,1.2,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,f1746a5b-d8a8-4e69-bf18-eb6d2349cb3e,IPSC Sanctioning,1.3,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,de42a67f-1b48-45ef-8e64-8d38b11a2900,General Regulations,2.1,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,a84db14c-68ef-444d-b0ca-a6e428c7a2f4,Course Construction Criteria,2.2,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,a6a63f2a-73a5-4bb2-bd15-b66769f9189f,Modifications to Course Construction,2.3,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,075719f5-4716-4075-9b12-d46fce2cbdd0,Safety Areas,2.4,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,06c2913c-2c24-4189-b1e8-786e6cf41572,Test Firing / Sighting-In Bay,2.5,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,6f1c311f-5906-47bd-b1c5-84bff331a024,Vendor Areas,2.6,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,a3ac6d79-7aca-4888-a358-e4849b2c7114,Hygiene Areas,2.7,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,55bfa193-75cd-4669-b53f-32dcf256e85b,General Regulations,3.1,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,27420f8a-ed34-4800-91f4-7a932d49d1ef,Written Stage Briefings,3.2,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,4dd3927a-15d3-419d-b71a-28d941048868,Local~ Regional and National Rules,3.3,,7a20e947-7670-43ca-a276-d3c346378fb8
SECTION,38bb8f78-9f7f-45a4-8a28-09560e36f0f5,Targets � General Principles,4.1,,7a20e947-7670-43ca-a276-d3c346378fb8
