e2076aad-1302-4f71-823f-ee1eae9feb22,Face,~ (facing) uprange ........The competitor�s face~ chest and toes are all facing uprange. 
4fe5c1ac-553f-47c1-9bed-6a2819923997,False start,Beginning an attempt at a COF prior to the Start Signal (see Rule 8.3.4). 
2641043d-1230-4c98-919c-a6919f8368f6,Frangible target,A target~ such as a clay pigeon or tile~ capable of being easily broken into two or more pieces when hit. 
4478bd12-534f-499f-b728-370cf770fc89,Grain ,A common unit of measurement used in respect of the weight of a bullet (1 grain = 0.0648 grams). 
6d386889-6333-408d-9944-a6da2b479772,Holster ,A handgun retention device~ worn on a competitor's belt. 
7dc7415f-ddfc-41f8-85ca-dc5087cc29f9,Loaded ,A firearm having a live or dummy round in the chamber or cylinder~ or having a live or dummy round in an inserted or fitted magazine(s). 
1854aee5-9eb8-4e88-a6e6-b6cc5d53ef70,Loading,The insertion of ammunition into a firearm. 
0c7e6cd2-a4d6-4ce9-a146-578442e88f07,Location,A geographical place within a course of fire. 
19dd8368-b4a4-467c-b06c-f4157f84ca6f,Match Personnel ,People who have an official duty or function at a match~ but who are not necessarily qualified as~ or acting in the capacity of~ Match Officials. 
59cd4ebd-367e-4aa9-9492-c1a3a92e426d,May,Entirely optional. 
cad3db0c-716f-45b0-8988-a02fd1d0d2ad,Must,Mandatory. 
f7490d7a-195f-4993-a95f-146a3cc1a366,No-shoot(s) ,Target(s) that incur penalties when hit. 
0d4b0202-c7de-460b-a18d-46da49ba1905,Not applicable,The rule or requirement does not apply to the particular discipline or Division. 
3979bf54-7ef5-4f30-80c5-7ce1f8ddb483,OFM ,Original firearm manufacturer. 
e4e6a03e-55c1-4b75-aced-58799bcfceda,Primer ,The part of a round which causes a detonation or a shot to be fired. 
5854bfcb-0ed6-4754-adc4-3e136180e64c,Props,Items~ other than targets or fault lines~ used in the creation~ operation or decoration of a COF. 
4b8e4c5e-e3f9-413a-89d6-369332bba536,Prototype,A firearm in a configuration which is not in mass production and/or is not available to the general public. 
e60341f2-b21a-47e3-a49e-7c5671826dc6,Region,A country or other geographical area~ recognized by IPSC. 
40bf28d4-d392-4992-ac49-96c6d5ec3442,Regional Director,The person~ recognized by IPSC~ who represents a Region. 
6568963c-3c74-4921-a139-5c5b50ad6c31,Reloading,Replenishment or the insertion of additional ammunition into a firearm. 
37e33df0-442b-4360-9006-e97d6466c0cc,Reshoot ,A competitor's subsequent attempt at a course of fire~ authorized in advance by a Range Officer or an Arbitration Committee. 
6e782acb-92dc-4089-a9cc-69913f4bb77e,Round ,A cartridge of ammunition used in a handgun~ pistol caliber carbine or rifle. 
4923929b-2500-4eaa-9d7f-897724836f56,Shooting position,The physical presentation of a person's body (e.g. standing~ sitting~ kneeling~ prone). 
f6a211d1-e2e9-4bae-9a3a-9bbf037ce643,Shot,A bullet which passes completely through the barrel of a firearm. 
61934062-ef0d-4cdf-9468-d8be02df6a1c,Should,Optional but highly recommended. 
59e4d206-06b9-4009-a8b1-7d0d8d658c0d,Sight picture,Aiming at a target without actually shooting at it. 
4da038a2-0e47-46c0-bc2b-1662b30a6267,Snap Cap,(Also "spring cap") A type of dummy round. 
6b934492-af4f-497a-a91e-156578bef944,Squib,Any part of a round lodged inside the barrel of a firearm and/or a bullet which exits the barrel at extremely low velocity. 
7d158e0a-3c15-4742-82c2-c5af6173f4d8,Stance ,The physical presentation of a person's limbs (e.g. hands by the side~ arms crossed etc.). 
180072d9-e1a9-45e0-935e-b6d06a8d2dda,Start position,The location~ shooting position and stance prescribed by a COF prior to issuance of the Start Signal (see Rule 8.3.4). 
93957302-f7d6-4a6f-823f-d509554fa1f0,Sweeping ,Pointing the muzzle of a firearm at any part of the competitor's body during a course of fire when a handgun is held or touched while not securely holstered~ or when a long gun is held while a chamber safety flag is not inserted (see Rule 10.5.5). 
75f04a44-f85d-48eb-8279-d6c54fa3701e,Target(s),A term that can include both scoring target(s) and no-shoot(s) unless a Rule (e.g. 4.1.3) differentiates between them. 
b57db0d7-ad81-437d-8fce-1264429854ad,Target Array ,A collection of approved targets that can only be seen from any single location or view. 
cb67f682-3df5-4d81-a853-a300fc4ac7c4,Unloaded,A firearm which is totally devoid of any live or dummy rounds in its chamber(s) and/or in an inserted or fitted magazine(s). 
f9e06d64-15c5-4028-83cf-9484b39e5bf8,Unloading ,Removal of ammunition from a firearm. 
9e215536-e8b5-4a1c-862c-d2c65c3f98a6,Uprange ,The general area of a stage~ shooting bay or range~ rearwards of the default maximum safe angle of fire (see Rule 2.1.2)~ where the muzzle of a firearm must not be pointed during a course of fire (exception: see Rule 10.5.2). 
1d4eb252-b13e-4018-a505-1a69a1bfd8fd,Will,Mandatory. 
